key,title,group,type,default,reader,consumer,status
pref_tunable_esd4d_noisescansubsample,Noise scan subsample,Съёмка и склейка > Дополнительные > Merge,int,3,TunableInjector → ESD4D.noiseScanSubsample,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/scripts/ESD4D.java,connected; conditions in SettingsAvailability
pref_tunable_esd4d_noisefitvarbins,Noise fit variance bins,Съёмка и склейка > Дополнительные > Merge,int,45,TunableInjector → ESD4D.noiseFitVarBins,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/scripts/ESD4D.java,connected; conditions in SettingsAvailability
pref_tunable_esd4d_noisefitgatempy,Noise fit gate,Съёмка и склейка > Дополнительные > Merge,float,2.0f,TunableInjector → ESD4D.noiseFitGateMpy,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/scripts/ESD4D.java,connected; conditions in SettingsAvailability
pref_tunable_esd4d_enablefitocorrection,Fit O correction,Съёмка и склейка > Дополнительные > Merge,boolean,0,TunableInjector → ESD4D.enableFitOCorrection,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/scripts/ESD4D.java,connected; conditions in SettingsAvailability
pref_tunable_esd4d_adaptivefallbackmin,Adaptive fallback min,Съёмка и склейка > Дополнительные > Merge,float,0.5f,TunableInjector → ESD4D.adaptiveFallbackMin,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/scripts/ESD4D.java,connected; conditions in SettingsAvailability
pref_tunable_esd4d_adaptivefallbackmax,Adaptive fallback max,Съёмка и склейка > Дополнительные > Merge,float,2.0f,TunableInjector → ESD4D.adaptiveFallbackMax,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/scripts/ESD4D.java,connected; conditions in SettingsAvailability
pref_tunable_ablc_enable,Enable auto black level,Шумоподавление > Дополнительные > ABLC,boolean,1.0f,TunableInjector → ABLC.enable,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/ABLC.java,connected; conditions in SettingsAvailability
pref_tunable_ablc_histsize,Histogram size,Шумоподавление > Дополнительные > ABLC,int,256,TunableInjector → ABLC.histSize,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/ABLC.java,connected; conditions in SettingsAvailability
pref_tunable_ablc_noiseev,Noise exposure compensation EV,Шумоподавление > Дополнительные > ABLC,double,0.0f,TunableInjector → ABLC.noiseEV,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/ABLC.java,connected; conditions in SettingsAvailability
pref_tunable_ablc_minexposurempy,Min exposure multiplier,Шумоподавление > Дополнительные > ABLC,double,8.0f,TunableInjector → ABLC.minExposureMpy,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/ABLC.java,connected; conditions in SettingsAvailability
pref_tunable_ablc_maxev,Max exposure compensation,Шумоподавление > Дополнительные > ABLC,double,10.0f,TunableInjector → ABLC.maxEV,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/ABLC.java,connected; conditions in SettingsAvailability
pref_tunable_parameters_usedynamicblacklevel,Use Dynamic Black Level,Камеры и сенсоры > Дополнительные > Parameters,boolean,0,TunableInjector → Parameters.useDynamicBlackLevel,app/src/main/java/com/particlesdevs/photoncamera/processing/render/Parameters.java,connected; conditions in SettingsAvailability
pref_tunable_parameters_usedynamicwhitelevel,Use Dynamic White Level,Камеры и сенсоры > Дополнительные > Parameters,boolean,1,TunableInjector → Parameters.useDynamicWhiteLevel,app/src/main/java/com/particlesdevs/photoncamera/processing/render/Parameters.java,connected; conditions in SettingsAvailability
pref_tunable_parameters_disablemirror,Disable front mirror,Камеры и сенсоры > Дополнительные > Parameters,boolean,0,TunableInjector → Parameters.disableMirror,app/src/main/java/com/particlesdevs/photoncamera/processing/render/Parameters.java,connected; conditions in SettingsAvailability
pref_tunable_imagesaversettings_croptype,Crop Edge,Сохранение и конфиги > Дополнительные > ImageSaver,boolean,0,TunableInjector → ImageSaverSettings.cropType,app/src/main/java/com/particlesdevs/photoncamera/processing/ImageSaverSettings.java,connected; conditions in SettingsAvailability
pref_sensorconfig_<physicalId>_whiteleveloverride,White Level Override,Камеры и сенсоры > Параметры сенсора,int,,SensorConfigInjector → Parameters.whiteLevelOverride,app/src/main/java/com/particlesdevs/photoncamera/processing/render/Parameters.java,connected; HAL support / active physical sensor required
pref_sensorconfig_<physicalId>_blackleveloverride,Black Level Override,Камеры и сенсоры > Параметры сенсора,float,,SensorConfigInjector → Parameters.blackLevelOverride,app/src/main/java/com/particlesdevs/photoncamera/processing/render/Parameters.java,connected; HAL support / active physical sensor required
pref_sensorconfig_<physicalId>_sessiontype,Session Type,Камеры и сенсоры > Параметры сенсора,int,,SensorConfigInjector → CaptureController.sessionType,app/src/main/java/com/particlesdevs/photoncamera/capture/CaptureController.java,connected; HAL support / active physical sensor required
pref_sensorconfig_<physicalId>_oismode,OIS Mode,Камеры и сенсоры > Параметры сенсора,int,,SensorConfigInjector → CaptureController.oisMode,app/src/main/java/com/particlesdevs/photoncamera/capture/CaptureController.java,connected; HAL support / active physical sensor required
pref_sensorconfig_<physicalId>_exposurebalancemultiplier,Exposure Balance,Камеры и сенсоры > Параметры сенсора,float,,SensorConfigInjector → CaptureController.exposureBalanceMultiplier,app/src/main/java/com/particlesdevs/photoncamera/capture/CaptureController.java,connected; HAL support / active physical sensor required
pref_sensorconfig_<physicalId>_exposurebalanceisolimit,ISO Limit,Камеры и сенсоры > Параметры сенсора,int,,SensorConfigInjector → CaptureController.exposureBalanceIsoLimit,app/src/main/java/com/particlesdevs/photoncamera/capture/CaptureController.java,connected; HAL support / active physical sensor required
pref_sensorconfig_<physicalId>_exposurebalanceshutterlimit,Shutter Limit,Камеры и сенсоры > Параметры сенсора,float,,SensorConfigInjector → CaptureController.exposureBalanceShutterLimit,app/src/main/java/com/particlesdevs/photoncamera/capture/CaptureController.java,connected; HAL support / active physical sensor required
